year,region,country,participants_category,protesterviolence,state_violence
2013,Europe,Ireland,2000-4999,0.0,0
2013,Europe,Ireland,100-999,0.0,0
2013,Europe,Ireland,1000-1999,0.0,0
2013,Europe,Ireland,100-999,0.0,0
2013,Europe,Ireland,2000-4999,0.0,0
2013,Europe,Ireland,50-99,0.0,0
2013,Europe,Ireland,1000-1999,0.0,0
2013,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,5000-10000,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,1000-1999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,2000-4999,0.0,0
2014,Europe,Ireland,>10000,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,5000-10000,0.0,0
2014,Europe,Ireland,2000-4999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,2000-4999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,2000-4999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,>10000,0.0,0
2014,Europe,Ireland,,0.0,0
2014,Europe,Ireland,5000-10000,0.0,0
2014,Europe,Ireland,2000-4999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,>10000,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,50-99,0.0,0
2014,Europe,Ireland,100-999,1.0,0
2014,Europe,Ireland,50-99,1.0,0
2014,Europe,Ireland,2000-4999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,>10000,0.0,0
2014,Europe,Ireland,100-999,0.0,0
2014,Europe,Ireland,100-999,1.0,0
2014,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,50-99,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,>10000,0.0,0
2015,Europe,Ireland,2000-4999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,5000-10000,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,100-999,1.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,50-99,0.0,0
2015,Europe,Ireland,>10000,0.0,0
2015,Europe,Ireland,50-99,0.0,0
2015,Europe,Ireland,5000-10000,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,5000-10000,0.0,0
2015,Europe,Ireland,1000-1999,0.0,0
2015,Europe,Ireland,2000-4999,0.0,0
2015,Europe,Ireland,50-99,0.0,0
2015,Europe,Ireland,5000-10000,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,>10000,0.0,0
2015,Europe,Ireland,2000-4999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,50-99,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,100-999,0.0,0
2015,Europe,Ireland,5000-10000,0.0,0
2015,Europe,Ireland,100-999,1.0,0
2016,Europe,Ireland,5000-10000,0.0,0
2016,Europe,Ireland,>10000,0.0,0
2016,Europe,Ireland,50-99,0.0,0
2016,Europe,Ireland,50-99,0.0,0
2016,Europe,Ireland,100-999,1.0,0
2016,Europe,Ireland,100-999,0.0,0
2016,Europe,Ireland,50-99,0.0,0
2016,Europe,Ireland,100-999,0.0,0
2016,Europe,Ireland,100-999,1.0,0
2016,Europe,Ireland,100-999,0.0,0
2016,Europe,Ireland,100-999,0.0,0
2016,Europe,Ireland,1000-1999,0.0,0
2016,Europe,Ireland,100-999,0.0,0
2016,Europe,Ireland,50-99,0.0,0
2016,Europe,Ireland,>10000,0.0,0
2016,Europe,Ireland,50-99,0.0,0
2016,Europe,Ireland,5000-10000,0.0,0
2016,Europe,Ireland,50-99,0.0,0
2016,Europe,Ireland,100-999,0.0,0
2017,Europe,Ireland,100-999,0.0,0
2017,Europe,Ireland,50-99,0.0,0
2017,Europe,Ireland,5000-10000,0.0,0
2017,Europe,Ireland,50-99,0.0,0
2017,Europe,Ireland,2000-4999,0.0,0
2017,Europe,Ireland,>10000,0.0,0
2018,Europe,Ireland,50-99,0.0,0
2018,Europe,Ireland,1000-1999,0.0,0
2018,Europe,Ireland,100-999,0.0,0
2018,Europe,Ireland,50-99,0.0,0
2018,Europe,Ireland,100-999,0.0,0
2018,Europe,Ireland,1000-1999,0.0,0
2018,Europe,Ireland,>10000,0.0,0
2018,Europe,Ireland,1000-1999,0.0,0
2018,Europe,Ireland,100-999,0.0,0
2019,Europe,Ireland,50-99,0.0,0
2019,Europe,Ireland,100-999,0.0,0
2019,Europe,Ireland,>10000,0.0,0
2019,Europe,Ireland,100-999,0.0,0
2019,Europe,Ireland,100-999,0.0,0
2019,Europe,Ireland,50-99,0.0,0
1990,Europe,Netherlands,50-99,0.0,0
1993,Europe,Netherlands,100-999,0.0,0
1993,Europe,Netherlands,50-99,0.0,0
1997,Europe,Netherlands,>10000,1.0,0
2000,Europe,Netherlands,50-99,0.0,0
2000,Europe,Netherlands,1000-1999,0.0,0
2001,Europe,Netherlands,2000-4999,0.0,0
2001,Europe,Netherlands,100-999,1.0,0
2004,Europe,Netherlands,100-999,0.0,0
2017,Europe,Netherlands,50-99,0.0,0
2017,Europe,Netherlands,100-999,0.0,0
2018,Europe,Netherlands,50-99,0.0,0
2019,Europe,Netherlands,100-999,0.0,0
1993,Europe,Belgium,>10000,0.0,0
1993,Europe,Belgium,50-99,0.0,0
1995,Europe,Belgium,100-999,0.0,0
1995,Europe,Belgium,>10000,0.0,0
1996,Europe,Belgium,100-999,0.0,0
1996,Europe,Belgium,>10000,0.0,0
1996,Europe,Belgium,>10000,0.0,0
1996,Europe,Belgium,>10000,0.0,0
1996,Europe,Belgium,>10000,0.0,0
1996,Europe,Belgium,>10000,0.0,0
1996,Europe,Belgium,2000-4999,0.0,0
1996,Europe,Belgium,100-999,0.0,0
1996,Europe,Belgium,50-99,1.0,0
1997,Europe,Belgium,>10000,0.0,0
2000,Europe,Belgium,100-999,0.0,0
2002,Europe,Belgium,100-999,0.0,0
2007,Europe,Belgium,2000-4999,0.0,0
2008,Europe,Belgium,100-999,0.0,0
2008,Europe,Belgium,50-99,0.0,0
2008,Europe,Belgium,2000-4999,0.0,0
2009,Europe,Belgium,1000-1999,0.0,0
2011,Europe,Belgium,>10000,0.0,0
2013,Europe,Belgium,50-99,1.0,0
2014,Europe,Belgium,50-99,1.0,0
2014,Europe,Belgium,100-999,1.0,0
2015,Europe,Belgium,2000-4999,1.0,0
2016,Europe,Belgium,5000-10000,0.0,0
2016,Europe,Belgium,100-999,0.0,0
2016,Europe,Belgium,50-99,1.0,0
2016,Europe,Belgium,100-999,1.0,0
2016,Europe,Belgium,>10000,1.0,0
2018,Europe,Belgium,2000-4999,0.0,0
2018,Europe,Belgium,100-999,1.0,0
2018,Europe,Belgium,1000-1999,1.0,0
2018,Europe,Belgium,1000-1999,0.0,0
2018,Europe,Belgium,5000-10000,1.0,0
2019,Europe,Belgium,2000-4999,0.0,0
2019,Europe,Belgium,2000-4999,0.0,0
2019,Europe,Belgium,2000-4999,0.0,0
2019,Europe,Belgium,>10000,0.0,0
2019,Europe,Belgium,>10000,0.0,0
2019,Europe,Belgium,50-99,0.0,0
1993,Europe,Luxembourg,100-999,0.0,0
1997,Europe,Luxembourg,50-99,0.0,0
1997,Europe,Luxembourg,>10000,0.0,0
1990,Europe,France,50-99,0.0,0
1990,Europe,France,5000-10000,0.0,0
1990,Europe,France,>10000,0.0,0
1990,Europe,France,50-99,1.0,0
1990,Europe,France,100-999,0.0,0
1990,Europe,France,50-99,0.0,0
1990,Europe,France,50-99,1.0,0
1990,Europe,France,50-99,1.0,0
1990,Europe,France,50-99,0.0,0
1990,Europe,France,>10000,1.0,0
1990,Europe,France,100-999,0.0,0
1990,Europe,France,50-99,0.0,0
1990,Europe,France,100-999,1.0,0
1990,Europe,France,>10000,1.0,0
1990,Europe,France,2000-4999,1.0,0
1990,Europe,France,50-99,1.0,0
1990,Europe,France,1000-1999,0.0,0
1990,Europe,France,100-999,1.0,0
1990,Europe,France,50-99,1.0,0
1990,Europe,France,2000-4999,0.0,0
1990,Europe,France,100-999,0.0,0
1990,Europe,France,>10000,1.0,0
1990,Europe,France,>10000,0.0,0
1990,Europe,France,>10000,0.0,0
1990,Europe,France,>10000,0.0,0
1990,Europe,France,>10000,1.0,0
1990,Europe,France,100-999,0.0,0
1991,Europe,France,>10000,0.0,0
1991,Europe,France,2000-4999,0.0,0
1991,Europe,France,5000-10000,0.0,0
1991,Europe,France,100-999,1.0,0
1991,Europe,France,50-99,1.0,0
1991,Europe,France,100-999,0.0,0
1991,Europe,France,,0.0,0
1991,Europe,France,50-99,1.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,50-99,1.0,0
1991,Europe,France,50-99,1.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,>10000,0.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,50-99,1.0,0
1991,Europe,France,100-999,1.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,>10000,0.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,50-99,0.0,0
1991,Europe,France,2000-4999,0.0,0
1991,Europe,France,>10000,0.0,0
1991,Europe,France,50-99,0.0,0
1992,Europe,France,>10000,0.0,0
1992,Europe,France,100-999,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,100-999,1.0,0
1992,Europe,France,50-99,1.0,0
1992,Europe,France,50-99,1.0,0
1992,Europe,France,2000-4999,0.0,0
1992,Europe,France,50-99,1.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,2000-4999,1.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,100-999,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,2000-4999,1.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,2000-4999,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,100-999,1.0,0
1992,Europe,France,100-999,0.0,0
1992,Europe,France,100-999,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,50-99,0.0,0
1992,Europe,France,100-999,1.0,0
1992,Europe,France,2000-4999,1.0,0
1992,Europe,France,2000-4999,1.0,0
1992,Europe,France,2000-4999,0.0,0
1992,Europe,France,1000-1999,1.0,0
1993,Europe,France,50-99,1.0,0
1993,Europe,France,100-999,1.0,0
1993,Europe,France,1000-1999,1.0,0
1993,Europe,France,50-99,1.0,0
1993,Europe,France,50-99,0.0,0
1993,Europe,France,100-999,1.0,0
1993,Europe,France,100-999,1.0,0
1993,Europe,France,50-99,0.0,0
1993,Europe,France,50-99,1.0,0
1993,Europe,France,50-99,1.0,0
1993,Europe,France,50-99,0.0,0
1993,Europe,France,>10000,0.0,0
1993,Europe,France,100-999,0.0,0
1993,Europe,France,>10000,0.0,0
1993,Europe,France,50-99,0.0,0
1993,Europe,France,100-999,0.0,0
1993,Europe,France,100-999,1.0,0
1993,Europe,France,2000-4999,1.0,0
1993,Europe,France,50-99,1.0,0
1993,Europe,France,2000-4999,0.0,0
1993,Europe,France,100-999,1.0,0
1993,Europe,France,>10000,0.0,0
1993,Europe,France,2000-4999,0.0,0
1993,Europe,France,100-999,0.0,0
1993,Europe,France,100-999,0.0,0
1993,Europe,France,100-999,1.0,0
1994,Europe,France,>10000,0.0,0
1994,Europe,France,100-999,1.0,0
1994,Europe,France,2000-4999,1.0,0
1994,Europe,France,2000-4999,0.0,0
1994,Europe,France,2000-4999,1.0,0
1994,Europe,France,>10000,0.0,0
1994,Europe,France,>10000,0.0,0
1994,Europe,France,50-99,1.0,0
1994,Europe,France,2000-4999,0.0,0
1994,Europe,France,50-99,0.0,0
1994,Europe,France,50-99,0.0,0
1994,Europe,France,>10000,1.0,0
1994,Europe,France,>10000,1.0,0
1994,Europe,France,100-999,0.0,0
1994,Europe,France,50-99,0.0,0
1994,Europe,France,>10000,0.0,0
1994,Europe,France,>10000,0.0,0
1994,Europe,France,2000-4999,1.0,0
1994,Europe,France,50-99,0.0,0
1994,Europe,France,100-999,0.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,50-99,0.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,50-99,0.0,0
1995,Europe,France,100-999,1.0,0
1995,Europe,France,>10000,1.0,0
1995,Europe,France,5000-10000,0.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,5000-10000,0.0,0
1995,Europe,France,2000-4999,0.0,0
1995,Europe,France,100-999,0.0,0
1995,Europe,France,100-999,1.0,0
1995,Europe,France,100-999,0.0,0
1995,Europe,France,50-99,0.0,0
1995,Europe,France,100-999,0.0,0
1995,Europe,France,50-99,0.0,0
1995,Europe,France,1000-1999,1.0,0
1995,Europe,France,100-999,1.0,0
1995,Europe,France,5000-10000,0.0,0
1995,Europe,France,50-99,1.0,0
1995,Europe,France,50-99,1.0,0
1995,Europe,France,50-99,1.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,2000-4999,1.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,2000-4999,0.0,0
1995,Europe,France,>10000,1.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,100-999,1.0,0
1995,Europe,France,>10000,1.0,0
1995,Europe,France,>10000,1.0,0
1995,Europe,France,2000-4999,1.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,>10000,0.0,0
1995,Europe,France,50-99,0.0,0
1996,Europe,France,>10000,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,>10000,0.0,0
1996,Europe,France,2000-4999,1.0,0
1996,Europe,France,50-99,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,2000-4999,1.0,0
1996,Europe,France,100-999,1.0,0
1996,Europe,France,50-99,0.0,0
1996,Europe,France,5000-10000,0.0,0
1996,Europe,France,>10000,0.0,0
1996,Europe,France,2000-4999,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,5000-10000,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,2000-4999,0.0,0
1996,Europe,France,1000-1999,0.0,0
1996,Europe,France,>10000,0.0,0
1996,Europe,France,50-99,0.0,0
1996,Europe,France,50-99,1.0,0
1996,Europe,France,50-99,1.0,0
1996,Europe,France,>10000,0.0,0
1996,Europe,France,100-999,0.0,0
1996,Europe,France,2000-4999,0.0,0
1997,Europe,France,>10000,0.0,0
1997,Europe,France,1000-1999,1.0,0
1997,Europe,France,2000-4999,0.0,0
1997,Europe,France,>10000,0.0,0
1997,Europe,France,100-999,0.0,0
1997,Europe,France,2000-4999,0.0,0
1997,Europe,France,>10000,0.0,0
1997,Europe,France,>10000,1.0,0
1997,Europe,France,1000-1999,0.0,0
1997,Europe,France,100-999,1.0,0
1997,Europe,France,50-99,0.0,0
1997,Europe,France,50-99,0.0,0
1997,Europe,France,>10000,0.0,0
1997,Europe,France,50-99,0.0,0
1997,Europe,France,50-99,0.0,0
1997,Europe,France,>10000,0.0,0
1997,Europe,France,100-999,0.0,0
1997,Europe,France,50-99,1.0,0
1997,Europe,France,50-99,0.0,0
1997,Europe,France,50-99,1.0,0
1997,Europe,France,50-99,1.0,0
1997,Europe,France,100-999,1.0,0
1998,Europe,France,100-999,1.0,0
1998,Europe,France,2000-4999,0.0,0
1998,Europe,France,1000-1999,0.0,0
1998,Europe,France,5000-10000,1.0,0
1998,Europe,France,>10000,1.0,0
1998,Europe,France,2000-4999,0.0,0
1998,Europe,France,1000-1999,0.0,0
1998,Europe,France,5000-10000,0.0,0
1998,Europe,France,>10000,0.0,0
1998,Europe,France,2000-4999,0.0,0
1998,Europe,France,50-99,0.0,0
1998,Europe,France,>10000,0.0,0
1998,Europe,France,50-99,1.0,0
1998,Europe,France,50-99,0.0,0
1998,Europe,France,50-99,0.0,0
1998,Europe,France,50-99,0.0,0
1998,Europe,France,>10000,0.0,0
1998,Europe,France,50-99,0.0,0
1998,Europe,France,50-99,0.0,0
1998,Europe,France,>10000,1.0,0
1998,Europe,France,>10000,0.0,0
1998,Europe,France,>10000,1.0,0
1998,Europe,France,,1.0,0
1998,Europe,France,2000-4999,0.0,0
1998,Europe,France,2000-4999,0.0,0
1998,Europe,France,100-999,1.0,0
1998,Europe,France,2000-4999,0.0,0
1998,Europe,France,50-99,1.0,0
1999,Europe,France,100-999,0.0,0
1999,Europe,France,>10000,0.0,0
1999,Europe,France,2000-4999,0.0,0
1999,Europe,France,100-999,1.0,0
1999,Europe,France,100-999,1.0,0
1999,Europe,France,100-999,0.0,0
1999,Europe,France,>10000,0.0,0
1999,Europe,France,1000-1999,1.0,0
1999,Europe,France,100-999,0.0,0
1999,Europe,France,2000-4999,0.0,0
1999,Europe,France,100-999,0.0,0
2000,Europe,France,1000-1999,0.0,0
2000,Europe,France,100-999,0.0,0
2000,Europe,France,>10000,0.0,0
2000,Europe,France,100-999,1.0,0
2000,Europe,France,100-999,0.0,0
2000,Europe,France,>10000,0.0,0
2000,Europe,France,100-999,0.0,0
2000,Europe,France,100-999,1.0,0
2000,Europe,France,>10000,0.0,0
2000,Europe,France,100-999,0.0,0
2000,Europe,France,2000-4999,1.0,0
2000,Europe,France,>10000,1.0,0
2001,Europe,France,2000-4999,1.0,0
2001,Europe,France,5000-10000,1.0,0
2002,Europe,France,5000-10000,0.0,0
2002,Europe,France,50-99,0.0,0
2002,Europe,France,100-999,0.0,0
2002,Europe,France,100-999,0.0,0
2002,Europe,France,50-99,1.0,0
2002,Europe,France,>10000,0.0,0
2002,Europe,France,100-999,0.0,0
2002,Europe,France,100-999,0.0,0
2002,Europe,France,>10000,0.0,0
2003,Europe,France,>10000,0.0,0
2003,Europe,France,>10000,0.0,0
2003,Europe,France,5000-10000,0.0,0
2003,Europe,France,>10000,0.0,0
2003,Europe,France,>10000,0.0,0
2003,Europe,France,>10000,0.0,0
2003,Europe,France,100-999,0.0,0
2003,Europe,France,1000-1999,0.0,0
2003,Europe,France,50-99,0.0,0
2003,Europe,France,1000-1999,0.0,0
2003,Europe,France,100-999,0.0,0
2003,Europe,France,1000-1999,0.0,0
2004,Europe,France,>10000,0.0,0
2004,Europe,France,100-999,0.0,0
2004,Europe,France,2000-4999,1.0,0
2004,Europe,France,1000-1999,0.0,0
2004,Europe,France,50-99,0.0,0
2005,Europe,France,>10000,0.0,0
2005,Europe,France,>10000,0.0,0
2005,Europe,France,>10000,0.0,0
2005,Europe,France,100-999,0.0,0
2005,Europe,France,2000-4999,0.0,0
2005,Europe,France,50-99,0.0,0
2005,Europe,France,1000-1999,1.0,0
2005,Europe,France,100-999,1.0,0
2006,Europe,France,>10000,0.0,0
2006,Europe,France,100-999,1.0,0
2006,Europe,France,>10000,1.0,0
2006,Europe,France,>10000,1.0,0
2006,Europe,France,>10000,1.0,0
2006,Europe,France,2000-4999,0.0,0
2006,Europe,France,>10000,0.0,0
2006,Europe,France,100-999,1.0,0
2006,Europe,France,>10000,1.0,0
2006,Europe,France,>10000,1.0,0
2006,Europe,France,2000-4999,0.0,0
2006,Europe,France,100-999,1.0,0
2007,Europe,France,100-999,1.0,0
2007,Europe,France,100-999,1.0,0
2007,Europe,France,>10000,0.0,0
2007,Europe,France,>10000,0.0,0
2007,Europe,France,2000-4999,0.0,0
2007,Europe,France,100-999,1.0,0
2008,Europe,France,>10000,0.0,0
2008,Europe,France,100-999,0.0,0
2008,Europe,France,100-999,1.0,0
2008,Europe,France,>10000,0.0,0
2008,Europe,France,50-99,0.0,0
2008,Europe,France,50-99,1.0,0
2009,Europe,France,>10000,0.0,0
2009,Europe,France,50-99,1.0,0
2009,Europe,France,50-99,1.0,0
2009,Europe,France,>10000,1.0,0
2009,Europe,France,100-999,0.0,0
2009,Europe,France,>10000,0.0,0
2009,Europe,France,>10000,0.0,0
2009,Europe,France,100-999,1.0,0
2009,Europe,France,100-999,0.0,0
2010,Europe,France,>10000,0.0,0
2010,Europe,France,>10000,0.0,0
2010,Europe,France,>10000,0.0,0
2010,Europe,France,>10000,0.0,0
2010,Europe,France,>10000,0.0,0
2010,Europe,France,100-999,1.0,0
2010,Europe,France,>10000,0.0,0
2010,Europe,France,5000-10000,1.0,0
2010,Europe,France,1000-1999,1.0,0
2010,Europe,France,>10000,0.0,0
2011,Europe,France,2000-4999,0.0,0
2011,Europe,France,50-99,0.0,0
2012,Europe,France,2000-4999,0.0,0
2012,Europe,France,100-999,0.0,0
2012,Europe,France,100-999,1.0,0
2012,Europe,France,100-999,0.0,0
2012,Europe,France,1000-1999,0.0,0
2012,Europe,France,>10000,0.0,0
2012,Europe,France,2000-4999,0.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,2000-4999,0.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,100-999,1.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,>10000,0.0,0
2013,Europe,France,>10000,1.0,0
2013,Europe,France,100-999,1.0,0
2013,Europe,France,100-999,0.0,0
2013,Europe,France,5000-10000,0.0,0
2013,Europe,France,1000-1999,1.0,0
2013,Europe,France,>10000,1.0,0
2014,Europe,France,>10000,1.0,0
2014,Europe,France,50-99,0.0,0
2014,Europe,France,100-999,0.0,0
2014,Europe,France,50-99,0.0,0
2014,Europe,France,>10000,0.0,0
2014,Europe,France,50-99,0.0,0
2014,Europe,France,50-99,1.0,0
2014,Europe,France,100-999,0.0,0
2014,Europe,France,100-999,1.0,0
2014,Europe,France,2000-4999,0.0,0
2014,Europe,France,100-999,1.0,0
2014,Europe,France,50-99,1.0,0
2014,Europe,France,50-99,1.0,0
2014,Europe,France,100-999,1.0,0
2014,Europe,France,2000-4999,0.0,0
2014,Europe,France,100-999,0.0,0
2014,Europe,France,2000-4999,0.0,0
2015,Europe,France,100-999,1.0,0
2015,Europe,France,2000-4999,1.0,0
2015,Europe,France,50-99,1.0,0
2015,Europe,France,100-999,1.0,0
2015,Europe,France,1000-1999,1.0,0
2015,Europe,France,50-99,0.0,0
2015,Europe,France,100-999,0.0,0
2015,Europe,France,100-999,1.0,0
2015,Europe,France,50-99,0.0,0
2015,Europe,France,50-99,0.0,0
2015,Europe,France,1000-1999,0.0,0
2015,Europe,France,50-99,1.0,0
2015,Europe,France,50-99,0.0,0
2015,Europe,France,2000-4999,1.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,2000-4999,1.0,0
2016,Europe,France,>10000,0.0,0
2016,Europe,France,2000-4999,1.0,0
2016,Europe,France,2000-4999,0.0,0
2016,Europe,France,100-999,1.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,>10000,0.0,0
2016,Europe,France,>10000,0.0,0
2016,Europe,France,>10000,1.0,0
2016,Europe,France,100-999,1.0,0
2016,Europe,France,2000-4999,1.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,2000-4999,0.0,0
2016,Europe,France,100-999,1.0,0
2016,Europe,France,100-999,1.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,100-999,1.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,>10000,1.0,0
2016,Europe,France,100-999,1.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,2000-4999,0.0,0
2016,Europe,France,>10000,0.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,>10000,0.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,>10000,0.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,1000-1999,0.0,0
2016,Europe,France,2000-4999,0.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,50-99,1.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,50-99,0.0,0
2016,Europe,France,100-999,0.0,0
2016,Europe,France,100-999,0.0,0
2017,Europe,France,100-999,1.0,0
2017,Europe,France,100-999,1.0,0
2017,Europe,France,50-99,1.0,0
2017,Europe,France,50-99,0.0,0
2017,Europe,France,50-99,0.0,0
2017,Europe,France,50-99,1.0,0
2017,Europe,France,2000-4999,1.0,0
2017,Europe,France,100-999,0.0,0
2017,Europe,France,>10000,1.0,0
2017,Europe,France,2000-4999,0.0,0
2017,Europe,France,100-999,0.0,0
2017,Europe,France,50-99,0.0,0
2017,Europe,France,100-999,0.0,0
2017,Europe,France,50-99,0.0,0
2017,Europe,France,>10000,1.0,0
2017,Europe,France,50-99,0.0,0
2017,Europe,France,2000-4999,0.0,0
2017,Europe,France,100-999,0.0,0
2017,Europe,France,100-999,0.0,0
2018,Europe,France,100-999,1.0,0
2018,Europe,France,100-999,0.0,0
2018,Europe,France,100-999,0.0,0
2018,Europe,France,>10000,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,100-999,1.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,100-999,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,>10000,1.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,>10000,1.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,5000-10000,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,1000-1999,0.0,0
2018,Europe,France,5000-10000,0.0,0
2018,Europe,France,50-99,0.0,0
2018,Europe,France,>10000,0.0,0
